Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,1664,0,190,213.2055510715058,130.30758300010348,725.6698340006551,54.90444711538461,37.68024328124057,0.0,190,230,250,270,320,370,430,480,650,730,730
,Aggregated,1664,0,190,213.2055510715058,130.30758300010348,725.6698340006551,54.90444711538461,37.68024328124057,0.0,190,230,250,270,320,370,430,480,650,730,730
