Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict/batch,1842,0,170,186.9850632936896,136.36036300067644,1131.7580629993245,1036.0939196525517,41.65794361798147,0.0,170,190,200,210,250,290,330,370,1100,1100,1100
,Aggregated,1842,0,170,186.9850632936896,136.36036300067644,1131.7580629993245,1036.0939196525517,41.65794361798147,0.0,170,190,200,210,250,290,330,370,1100,1100,1100
