seq,t_utc,true_label,pred_prob,pred_label,model_version,http_status
570,2026-09-22T07:56:13Z,0.0,0.05935391961605323,0,2,200
571,2026-09-22T07:56:13Z,1.0,0.40600349641447053,0,2,200
572,2026-09-22T07:56:14Z,0.0,0.05835007202243357,0,2,200
573,2026-09-22T07:56:14Z,0.0,0.3652762615174061,0,2,200
574,2026-09-22T07:56:14Z,0.0,0.3542081644507625,0,2,200
575,2026-09-22T07:56:15Z,0.0,0.08676279595007612,0,4,200
576,2026-09-22T07:56:15Z,0.0,0.05039794829110694,0,2,200
577,2026-09-22T07:56:15Z,0.0,0.023278390611101662,0,2,200
578,2026-09-22T07:56:16Z,0.0,0.04113999226151809,0,2,200
579,2026-09-22T07:56:16Z,0.0,0.08676279595007612,0,4,200
580,2026-09-22T07:56:16Z,1.0,0.21437943647651594,0,2,200
581,2026-09-22T07:56:17Z,0.0,0.1793910758621011,0,2,200
582,2026-09-22T07:56:17Z,0.0,0.049896048059215416,0,2,200
583,2026-09-22T07:56:18Z,0.0,0.06095440099878398,0,2,200
584,2026-09-22T07:56:18Z,0.0,0.036702217416041266,0,2,200
585,2026-09-22T07:56:18Z,0.0,0.05203388599794059,0,2,200
586,2026-09-22T07:56:19Z,0.0,0.053801228453134176,0,2,200
587,2026-09-22T07:56:19Z,0.0,0.026933842301271924,0,2,200
588,2026-09-22T07:56:19Z,0.0,0.024812295537688076,0,2,200
589,2026-09-22T07:56:20Z,0.0,0.057687748234724466,0,4,200
590,2026-09-22T07:56:20Z,0.0,0.04628582672410262,0,2,200
591,2026-09-22T07:56:20Z,1.0,0.027173022233678613,0,2,200
592,2026-09-22T07:56:21Z,0.0,0.05134986912720074,0,2,200
593,2026-09-22T07:56:21Z,0.0,0.2430185895044239,0,2,200
594,2026-09-22T07:56:22Z,0.0,0.22871169503820316,0,2,200
595,2026-09-22T07:56:22Z,0.0,0.12519104296356262,0,2,200
596,2026-09-22T07:56:22Z,1.0,0.19553641992738632,0,2,200
597,2026-09-22T07:56:23Z,0.0,0.2855755471301898,0,2,200
598,2026-09-22T07:56:23Z,0.0,0.2116378328613388,0,2,200
599,2026-09-22T07:56:23Z,0.0,0.2147985756985581,0,2,200
600,2026-09-22T07:56:24Z,1.0,0.3895816163644223,0,2,200
601,2026-09-22T07:56:24Z,1.0,0.5433359733203943,1,2,200
602,2026-09-22T07:56:24Z,1.0,0.5427312911629124,1,2,200
603,2026-09-22T07:56:25Z,1.0,0.3245001340876545,0,2,200
604,2026-09-22T07:56:25Z,0.0,0.4244292306950832,0,2,200
605,2026-09-22T07:56:26Z,0.0,0.035381075953434774,0,2,200
606,2026-09-22T07:56:26Z,0.0,0.05341455797203465,0,2,200
607,2026-09-22T07:56:26Z,0.0,0.21739694166321843,0,2,200
608,2026-09-22T07:56:27Z,0.0,0.06320566424253596,0,2,200
609,2026-09-22T07:56:27Z,0.0,0.04347250194191018,0,2,200
610,2026-09-22T07:56:27Z,0.0,0.46579899982698786,0,2,200
611,2026-09-22T07:56:28Z,0.0,0.41198893263332836,0,2,200
612,2026-09-22T07:56:28Z,0.0,0.09860126119856634,0,2,200
613,2026-09-22T07:56:28Z,1.0,0.569547648146095,1,2,200
614,2026-09-22T07:56:29Z,0.0,0.03717027725763608,0,2,200
